inn,setid,title,published,route,lyophilized,presentation_index,source_text,fill_volume_ml,protein_conc_mg_ml,lysine_mm,surfactant,surfactant_pct_wv,trehalose_mm,trehalose_pct_wv,n_ingredients_parsed,buffer_species,buffer_conc_mm,ph,ph_is_range,ph_from_composition,nacl_mm,label_mw_kda,glycine_mm,mannitol_mm,mannitol_pct_wv,sucrose_mm,sucrose_pct_wv,methionine_mm,sorbitol_mm,sorbitol_pct_wv,arginine_mm,proline_mm,usable
burosumab,102f96a0-6e3a-4fc1-b204-34d604683af6,"CRYSVITA (BUROSUMAB) INJECTION [KYOWA KIRIN, INC.]","Jul 03, 2026",subcutaneous,False,0.0,"Each 1 mL of solution contains 10 mg, 20 mg or 30 mg of burosumab-twza, L-histidine (1.55 mg), L-methionine (1.49 mg), polysorbate 80 (0.5 mg), D-sorbitol (45.91 mg) in Water for Injection, USP.",1.0,,,polysorbate 80,0.05,,,3.0,,,6.25,False,False,,,,,,,,9.99,252.02,4.591,,,False
caplacizumab,2348f06e-8004-4040-832e-e9e86a39f905,CABLIVI (CAPLACIZUMAB) KIT [GENZYME CORPORATION],"Apr 28, 2026",,True,0.0,"Each single-dose vial delivers 11 mg caplacizumab-yhdp, anhydrous citric acid (0.18 mg), polysorbate 80 (0.10 mg), sucrose (62 mg), and trisodium citrate dihydrate (4.91 mg).",,,,,,,,0.0,,,6.5,False,False,,28.0,,,,,,,,,,,False
cemiplimab,4347ae1f-d397-4f18-8b70-03897e1c054a,"LIBTAYO (CEMIPLIMAB-RWLC) INJECTION [REGENERON PHARMACEUTICALS, INC.]","May 20, 2026",intravenous,False,0.0,"Each mL contains cemiplimab-rwlc 50 mg, L-histidine (0.74 mg), L-histidine monohydrochloride monohydrate (1.1 mg), sucrose (50 mg), L-proline (15 mg), polysorbate 80 (2 mg), and Water for Injection, USP.",,,,,,,,0.0,,,6.0,False,False,,146.0,,,,,,,,,,,False
canakinumab,7d271f3b-e4f9-4d80-8dcf-28d49123f80e,"ILARIS (CANAKINUMAB) INJECTION, SOLUTION [NOVARTIS PHARMACEUTICALS CORPORATION]","Jun 10, 2026",subcutaneous,False,0.0,"Each vial delivers 1 mL containing 150 mg canakinumab, L-histidine (2.1 mg), L-histidine HCl monohydrate (1.3 mg), mannitol (49.2 mg), polysorbate 80 (0.4 mg), and Sterile Water for Injection.",1.0,,,polysorbate 80,0.04,,,3.0,histidine,6.2,,,,,,,270.08,4.92,,,,,,,,False
certolizumab,b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,"CIMZIA (CERTOLIZUMAB PEGOL) KIT CIMZIA (CERTOLIZUMAB PEGOL) INJECTION, SOLUTION [UCB, INC.]","Feb 26, 2026",subcutaneous,True,0.0,"Each single-dose vial provides 200 mg certolizumab pegol, lactic acid (0.9 mg), polysorbate (0.1 mg), and sucrose (100 mg).",,,,,,,,0.0,,,5.2,False,False,,,,,,,,,,,,,False
certolizumab,b4c2c9dc-a0bb-4d64-a667-a67ebe88392d,"CIMZIA (CERTOLIZUMAB PEGOL) KIT CIMZIA (CERTOLIZUMAB PEGOL) INJECTION, SOLUTION [UCB, INC.]","Feb 26, 2026",subcutaneous,True,1.0,"Each prefilled syringe delivers 1 mL of solution containing 200 mg certolizumab pegol, sodium acetate (1.36 mg), sodium chloride (7.31 mg), and Water for Injection, USP.",1.0,,,,,,,1.0,,,5.2,False,False,125.09,,,,,,,,,,,,False
cosibelimab,06bdadd5-d2db-406f-a3f8-de47f48a52e3,"UNLOXCYT (COSIBELIMAB) INJECTION, SOLUTION [SUN PHARMACEUTICAL INDUSTRIES, INC.]","Dec 09, 2025",intravenous,False,0.0,"Each mL of solution contains 60 mg of cosibelimab-ipdl, acetic acid (0.24 mg), mannitol (37.35 mg), polysorbate 80 (1.1 mg), sodium acetate (1.31 mg), sodium chloride (4.09 mg), and Water for Injection, USP.",,,,,,,,0.0,,,5.3,False,False,,147.0,,,,,,,,,,,False
cetuximab,8bc6397e-4bd8-4d37-a007-a327e4da34d9,ERBITUX (CETUXIMAB) SOLUTION [IMCLONE LLC],"Apr 30, 2026",intravenous,False,0.0,"Each 1 mL of solution contains 2 mg of cetuximab, sodium chloride (8.48 mg), sodium phosphate dibasic heptahydrate (1.88 mg), sodium phosphate monobasic monohydrate (0.41 mg), and Water for Injection, USP at pH of 7.0 to 7.4.",1.0,,,,,,,2.0,phosphate,9.98,7.2,True,True,,152.0,,,,,,,,,,,True
bevacizumab,4cdcccda-7b9a-49d0-ac50-f4605a3c0ebe,"VEGZELMA (BEVACIZUMAB-ADCD) INJECTION, SOLUTION [CELLTRION USA, INC.]","Aug 31, 2026",intravenous,False,0.0,"Each mL of solution contains 25 mg bevacizumab-adcd, dibasic sodium phosphate (1.2 mg), monobasic sodium phosphate (5 mg), polysorbate 20 (0.4 mg), trehalose (54.3 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,149.0,,,,,,,,,,,False
bevacizumab,7f9a3014-b3d4-4943-a83a-92a77d8f947c,"LYTENAVA (BEVACIZUMAB-VIKG) INJECTION [OUTLOOK THERAPEUTICS, INC.]","Aug 07, 2026",,False,0.0,"LYTENAVA is supplied in a single-dose vial designed to deliver 0.05 mL of 25 mg/mL (1.25 mg) aqueous solution that also contains dibasic sodium phosphate (0.06 mg), monobasic sodium phosphate (0.29 mg), polysorbate 20 (0.02 mg), trehalose (2.71 mg), and Water for Injection.",0.05,25.0,,polysorbate 20,0.04,158.34,5.42,4.0,phosphate,49.31,,,,,149.0,,,,,,,,,,,False
bevacizumab,aa27acbd-d117-4350-aeee-17bc2e2c0ca4,"ZIRABEV (BEVACIZUMAB-BVZR) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]","Jul 23, 2026",intravenous,False,0.0,"Each mL of solution contains 25 mg bevacizumab-bvzr, edetate disodium dihydrate (0.05 mg), polysorbate 80 (0.2 mg), succinic acid (2.36 mg), sucrose (85 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,149.0,,,,,,,,,,,False
bevacizumab,70ab1de6-fb68-aee4-a6cb-f9a0f146687f,JOBEVNE (BEVACIZUMAB-NWGD) INJECTION [BIOCON BIOLOGICS INC.],"Jul 16, 2026",intravenous,False,0.0,"Each mL of solution contains 25 mg bevacizumab-nwgd, dibasic sodium phosphate (1.2 mg), monobasic sodium phosphate (4.5 mg), polysorbate 20 (0.4 mg), trehalose (54.3 mg) and Water for Injection, USP.",,,,,,,,0.0,,,,,,,149.0,,,,,,,,,,,False
concizumab,156f6404-1f6f-417f-bcf8-f07a27a82cc1,"ALHEMO (CONCIZUMAB) INJECTION, SOLUTION [NOVO NORDISK]","Aug 15, 2025",subcutaneous,False,0.0,"Each 1 mL of Alhemo single-patient-use prefilled pen contains the following excipients: arginine hydrochloride (5.27 mg), histidine (5.12 mg), phenol (3.5 mg), polysorbate 80 (0.25 mg), sodium chloride (1.46 mg), sucrose (51.3 mg), and water for injection.",1.0,,,polysorbate 80,0.025,,,6.0,histidine,33.0,,,,24.98,149.0,,,,149.87,5.13,,,,25.02,,False
crizanlizumab,b2b7f8b4-fe9a-4a86-8129-9e43f99a20c6,ADAKVEO (CRIZANLIZUMAB) INJECTION [NOVARTIS PHARMACEUTICALS CORPORATION],"Jun 08, 2026",intravenous,False,0.0,"Each 10 mL vial contains 100 mg crizanlizumab-tmca, citric acid (5.4 mg), polysorbate 80 (2 mg), sodium citrate (50.5 mg), sucrose (753.3 mg), and water for injection with a pH of 6.",10.0,,,polysorbate 80,0.02,,,3.0,citrate,19.57,6.0,False,True,,146.0,,,,220.07,7.533,,,,,,True
crovalimab,2597efc2-a97b-487c-b500-a67fd282a73b,"PIASKY (CROVALIMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Dec 02, 2025",subcutaneous,False,0.0,"Each single-dose vial contains a 2 mL solution of crovalimab-akkz (340 mg), arginine hydrochloride (42.2 mg), histidine (9.4 mg), poloxamer 188 (1 mg), and Water for Injection USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
datopotamab,2950227c-6230-4ca4-a135-46e44d9424a0,"DATROWAY (DATOPOTAMAB DERUXTECAN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [DAIICHI SANKYO INC.]","Jun 03, 2026",intravenous,True,0.0,"Each vial delivers 100 mg of datopotamab deruxtecan-dlnk, L-histidine (3.88 mg), L-histidine hydrochloride monohydrate (5.25 mg), polysorbate 80 (1.50 mg), and sucrose (450 mg).",,,,,,,,0.0,,,6.0,False,False,,,,,,,,,,,,,False
dinutuximab,d66bdf0d-9d65-45de-ae5b-a58617c27492,UNITUXIN (DINUTUXIMAB) INJECTION [UNITED THERAPEUTICS CORPORATION],"Jul 08, 2026",intravenous,False,0.0,"Each mL of solution contains 3.5 mg of dinutuximab, and histidine (3.10 mg), polysorbate 20 (0.55 mg), sodium chloride (8.77 mg), and Water for Injection, USP; hydrochloric acid is added to adjust pH to 6.8.",,,,,,,,0.0,,,,,,,150.0,,,,,,,,,,,False
donanemab,190352d4-ef62-4679-b4fa-e846e2766afa,"KISUNLA (DONANEMAB-AZBT) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jan 02, 2026",intravenous,False,0.0,"Each mL of solution contains 17.5 mg donanemab-azbt, anhydrous citric acid (0.32 mg), polysorbate 80 (0.20 mg), sodium citrate (2.15 mg), sucrose (80 mg), and Water for Injection, USP, at a pH of 5.5 to 6.5.",,,,,,,,0.0,,,6.0,True,True,,145.0,,,,,,,,,,,False
dostarlimab,095eab9f-545a-4f12-bfb7-19477fb901a5,JEMPERLI (DOSTARLIMAB) INJECTION [GLAXOSMITHKLINE LLC],"Mar 30, 2026",,False,0.0,"Each mL of solution contains 50 mg of dostarlimab-gxly, citric acid monohydrate (0.48 mg), L-arginine hydrochloride (21.07 mg), polysorbate 80 (0.2 mg), sodium chloride (1.81 mg), trisodium citrate dihydrate (6.68 mg), and Water for Injection, USP.",,,,,,,,0.0,,,6.0,False,False,,,,,,,,,,,,,False
daratumumab,4bb241af-4299-4373-8762-2d6709515db0,"DARZALEX FASPRO (DARATUMUMAB AND HYALURONIDASE-FIHJ (HUMAN RECOMBINANT)) INJECTION [JANSSEN BIOTECH, INC.]","Sep 07, 2026",subcutaneous,False,0.0,"Each DARZALEX FASPRO 15 mL single-dose vial contains 1,800 mg of daratumumab and 30,000 units of hyaluronidase, L-histidine (4.9 mg), L-histidine hydrochloride monohydrate (18.4 mg), L-methionine (13.5 mg), polysorbate 20 (6 mg), sorbitol (735.1 mg), and Water for Injection, USP.",,,,,,,,0.0,,,2.0,False,False,,61.0,,,,,,,,,,,False
daratumumab,a4d0efe9-5e54-467e-9eb4-56fa7d53b60b,"DARZALEX (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE DARZALEX IV (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE [JANSSEN BIOTECH, INC.]","Jun 08, 2026",intravenous,False,0.0,"Each DARZALEX 20 mL single-dose vial contains (NDC 57894-502-20) 400 mg daratumumab, glacial acetic acid (3.7 mg), mannitol (510 mg), polysorbate 20 (8 mg), sodium acetate trihydrate (59.3 mg), sodium chloride (70.1 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
daratumumab,a4d0efe9-5e54-467e-9eb4-56fa7d53b60b,"DARZALEX (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE DARZALEX IV (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE [JANSSEN BIOTECH, INC.]","Jun 08, 2026",intravenous,False,1.0,"Each DARZALEX 5 mL single-dose vial contains (NDC 57894-502-05) 100 mg daratumumab, glacial acetic acid (0.9 mg), mannitol (127.5 mg), polysorbate 20 (2 mg), sodium acetate trihydrate (14.8 mg), sodium chloride (17.5 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
daratumumab,a4d0efe9-5e54-467e-9eb4-56fa7d53b60b,"DARZALEX (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE DARZALEX IV (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE [JANSSEN BIOTECH, INC.]","Jun 08, 2026",intravenous,False,2.0,"Each DARZALEX 20 mL single-dose vial contains (NDC 57894-505-20) 400 mg daratumumab, L-histidine (7 mg), L-histidine hydrochloride monohydrate (32.6 mg), L-methionine (20 mg), polysorbate 20 (8 mg), sorbitol (1093 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
daratumumab,a4d0efe9-5e54-467e-9eb4-56fa7d53b60b,"DARZALEX (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE DARZALEX IV (DARATUMUMAB) INJECTION, SOLUTION, CONCENTRATE [JANSSEN BIOTECH, INC.]","Jun 08, 2026",intravenous,False,3.0,"Each DARZALEX 5 mL single-dose vial contains (NDC 57894-505-05) 100 mg daratumumab, L-histidine (1.8 mg), L-histidine hydrochloride monohydrate (8.2 mg), L-methionine (5 mg), polysorbate 20 (2 mg), sorbitol (273.3 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
dupilumab,595f437d-2729-40bb-9c62-c8ece1f82780,"DUPIXENT (DUPILUMAB) INJECTION, SOLUTION [SANOFI-AVENTIS U.S. LLC]","Aug 07, 2026",subcutaneous,False,0.0,"Each 300 mg pre-filled syringe or pre-filled pen delivers 300 mg dupilumab in 2 mL which also contains L-arginine hydrochloride (10.5 mg), L-histidine (6.2 mg), polysorbate 80 (4 mg), sodium acetate (2 mg), sucrose (100 mg), and water for injection, pH 5.9.",2.0,,,polysorbate 80,0.2,,,5.0,histidine+acetate,32.17,5.9,False,True,,147.0,,,,146.07,5.0,,,,24.92,,True
dupilumab,595f437d-2729-40bb-9c62-c8ece1f82780,"DUPIXENT (DUPILUMAB) INJECTION, SOLUTION [SANOFI-AVENTIS U.S. LLC]","Aug 07, 2026",subcutaneous,False,1.0,"Each 200 mg pre-filled syringe or pre-filled pen delivers 200 mg dupilumab in 1.14 mL which also contains L-arginine hydrochloride (12 mg), L-histidine (3.5 mg), polysorbate 80 (2.3 mg), sodium acetate (1.2 mg), sucrose (57 mg), and water for injection, pH 5.9.",1.14,,,polysorbate 80,0.20175,,,5.0,histidine+acetate,32.62,5.9,False,True,,147.0,,,,146.07,5.0,,,,49.97,,True
denosumab,b1f0590e-f5bb-44ac-99a0-4aa4596c7e54,"BILPREVDA (DENOSUMAB) INJECTION, SOLUTION [ORGANON LLC]","Aug 20, 2026",subcutaneous,False,0.0,"Each single-dose vial contains 120 mg denosumab-nxxp, glacial acetic acid (1.84 mg), polysorbate 20 (0.17 mg), sorbitol (78.2 mg), Water for Injection (USP), and sodium hydroxide to a pH of 5.2.",,,,,,,,0.0,,,5.2,False,True,,147.0,,,,,,,,,,,False
denosumab,b9e32bf7-d70a-4083-8577-c15751c7f769,"BILDYOS (DENOSUMAB) INJECTION, SOLUTION [ORGANON LLC]","Aug 20, 2026",subcutaneous,False,0.0,"Each 1 mL single-dose prefilled syringe of Bildyos contains 60 mg denosumab-nxxp (60 mg/mL solution), glacial acetic acid (1.02 mg), polysorbate 20 (0.1 mg), sorbitol (47.0 mg), Water for Injection (USP), and sodium hydroxide to a pH of 5.2.",1.0,60.0,,polysorbate 20,0.01,,,3.0,acetate,16.99,5.2,False,True,,147.0,,,,,,,258.0,4.7,,,True
denosumab,1e5e8c88-3c65-3076-e44b-02d92c2d343d,BOSAYA (DENOSUMAB-KYQQ) INJECTION [BIOCON BIOLOGICS INC.],"Jul 30, 2026",subcutaneous,False,0.0,"Each 1 mL single-dose prefilled syringe of Bosaya contains 60 mg denosumab-kyqq, glacial acetic acid (0.234 mg),polysorbate 20 (0.1 mg), sodium acetate (1.075 mg), sorbitol (47 mg), Water for Injection (USP), and may contain sodium hydroxide/acetic acid to adjust pH of 5.2.",1.0,,,polysorbate 20,0.01,,,3.0,acetate,13.1,5.2,False,True,,147.0,,,,,,,258.0,4.7,,,True
denosumab,547cb095-f7f5-f933-75ce-5e6abf2ad5bc,AUKELSO (DENOSUMAB-KYQQ) INJECTION [BIOCON BIOLOGICS INC.],"Jul 30, 2026",,False,0.0,"Each single-dose vial contains 120 mg denosumab-kyqq, glacial acetic acid (0.397 mg), polysorbate 20 (0.17 mg), sodium acetate (1.828 mg), sorbitol (79.9 mg), Water for Injection (USP), and may contain sodium hydroxide/acetic acid to adjust pH to 5.2.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
emapalumab,a865e0ef-8685-4f69-8838-648c4f3bab47,GAMIFANT (EMAPALUMAB-LZSG) INJECTION [SWEDISH ORPHAN BIOVITRUM AB (PUBL)],"Mar 31, 2026",intravenous,False,0.0,"Each mL also contains the following inactive ingredients: L-Histidine (1.55 mg), L-Histidine monohydrochloride, monohydrate (3.14 mg), Polysorbate 80 (0.05 mg), sodium chloride (7.30 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,148.0,,,,,,,,,,,False
emapalumab,a865e0ef-8685-4f69-8838-648c4f3bab47,GAMIFANT (EMAPALUMAB-LZSG) INJECTION [SWEDISH ORPHAN BIOVITRUM AB (PUBL)],"Mar 31, 2026",intravenous,False,1.0,"Each mL also contains the following inactive ingredients: L-Histidine (1.55 mg), L-Histidine monohydrochloride, monohydrate (3.14 mg), Polysorbate 80 (0.05 mg), sodium chloride (7.30 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,148.0,,,,,,,,,,,False
elotuzumab,80686b7e-f6f4-4154-b5c0-c846425e2d91,"EMPLICITI (ELOTUZUMAB) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [E.R. SQUIBB & SONS, L.L.C.]","Jun 28, 2024",intravenous,True,0.0,"Each 300 mg single-dose vial of EMPLICITI also contains the following inactive ingredients: citric acid monohydrate (2.44 mg), polysorbate 80 (3.4 mg), sodium citrate (16.6 mg), and sucrose (510 mg).",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
elotuzumab,80686b7e-f6f4-4154-b5c0-c846425e2d91,"EMPLICITI (ELOTUZUMAB) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [E.R. SQUIBB & SONS, L.L.C.]","Jun 28, 2024",intravenous,True,1.0,"Each 400 mg single-dose vial of EMPLICITI also contains the following inactive ingredients: citric acid monohydrate (3.17 mg), polysorbate 80 (4.4 mg), sodium citrate (21.5 mg), and sucrose (660 mg).",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
durvalumab,8baba4ea-2855-42fa-9bd9-5a7548d4cec3,"IMFINZI (DURVALUMAB) INJECTION, SOLUTION [ASTRAZENECA PHARMACEUTICALS LP]","Sep 07, 2026",intravenous,False,0.0,"Each mL contains durvalumab, 50 mg, L-histidine (2 mg), L-histidine hydrochloride monohydrate (2.7 mg), α,α-trehalose dihydrate (104 mg), Polysorbate 80 (0.2 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
durvalumab,8baba4ea-2855-42fa-9bd9-5a7548d4cec3,"IMFINZI (DURVALUMAB) INJECTION, SOLUTION [ASTRAZENECA PHARMACEUTICALS LP]","Sep 07, 2026",intravenous,False,1.0,"Each mL contains durvalumab, 50 mg, L-histidine (2 mg), L-histidine hydrochloride monohydrate (2.7 mg), α,α-trehalose dihydrate (104 mg), Polysorbate 80 (0.2 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
elranatamab,aa044060-5b4b-4692-bf0f-9a50e140b10e,"ELREXFIO (ELRANATAMAB-BCMM) INJECTION, SOLUTION [U.S. PHARMACEUTICALS]","May 20, 2026",subcutaneous,False,0.0,"Each mL of solution contains 40 mg elranatamab-bcmm, edetate disodium (0.045 mg), histidine (1.12 mg), L-histidine hydrochloride monohydrate (2.67 mg), polysorbate 80 (0.2 mg), sucrose (85 mg) and Water for Injection.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
elranatamab,f6fea598-ff58-4a20-b5e8-8a51f37d8beb,"ELREXFIO (ELRANATAMAB-BCMM) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]","Mar 02, 2026",subcutaneous,False,0.0,"Each mL of solution contains 40 mg elranatamab-bcmm, edetate disodium (0.045 mg), histidine (1.12 mg), L-histidine hydrochloride monohydrate (2.67 mg), polysorbate 80 (0.2 mg), sucrose (85 mg) and Water for Injection.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
eculizumab,1fa1aa80-1c59-44d4-9841-b6c52882651b,"EPYSQLI (ECULIZUMAB-AAGH) INJECTION, SOLUTION [TEVA PHARMACEUTICALS USA, INC.]","Jul 14, 2026",intravenous,False,0.0,"Each mL contains 10 mg of eculizumab-aagh, dibasic sodium phosphate (0.77 mg), monobasic sodium phosphate (0.55 mg), polysorbate 80 (0.22 mg) (vegetable origin), trehalose (86 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,148.0,,,,,,,,,,,False
eculizumab,002f9748-b0e8-4b6e-a38b-56930a839491,"BKEMV (ECULIZUMAB-AEEB) INJECTION, SOLUTION, CONCENTRATE [AMGEN INC]","Jul 13, 2026",intravenous,False,0.0,"The product is formulated at pH 5.2 and each 30 mL vial contains 300 mg of eculizumab-aeeb, sorbitol (E420) (1500 mg), acetic acid (18 mg), polysorbate 80 (3 mg) (vegetable origin), edetate disodium (EDTA) (0.6 mg), sodium hydroxide may be added to adjust pH, and Water for Injection, USP.",30.0,,,polysorbate 80,0.01,,,2.0,acetate,9.99,5.2,False,True,,148.0,,,,,,,,,,,True
eculizumab,ebcd67fa-b4d1-4a22-b33d-ee8bf6b9c722,"SOLIRIS (ECULIZUMAB) INJECTION, SOLUTION, CONCENTRATE [ALEXION PHARMACEUTICALS INC.]","Jul 13, 2026",intravenous,False,0.0,"The product is formulated at pH 7 and each 30 mL vial contains 300 mg of eculizumab, polysorbate 80 (6.6 mg) (vegetable origin), sodium chloride (263.1 mg), sodium phosphate dibasic (53.4 mg), sodium phosphate monobasic (13.8 mg), and Water for Injection, USP.",30.0,,,,,,,3.0,phosphate,16.37,7.0,False,True,150.07,148.0,,,,,,,,,,,True
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,0.0,"Each single-dose 12 mg vial contains a 0.4 mL solution of emicizumab-kxwh (12 mg), L-arginine (10.5 mg), L-histidine (1.2 mg), and poloxamer 188 (0.2 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,1.0,"Each single-dose 30 mg vial contains a 1 mL solution of emicizumab-kxwh (30 mg), L-arginine (26.1 mg), L-histidine (3.1 mg), and poloxamer 188 (0.5 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,2.0,"Each single-dose 60 mg vial contains a 0.4 mL solution of emicizumab-kxwh (60 mg), L-arginine (10.5 mg), L-histidine (1.2 mg), and poloxamer 188 (0.2 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,3.0,"Each single-dose 105 mg vial contains a 0.7 mL solution of emicizumab-kxwh (105 mg), L-arginine (18.3 mg), L-histidine (2.2 mg), and poloxamer 188 (0.4 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,4.0,"Each single-dose 150 mg vial contains a 1 mL solution of emicizumab-kxwh (150 mg), L-arginine (26.1 mg), L-histidine (3.1 mg), and poloxamer 188 (0.5 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
emicizumab,2483adba-fab6-4d1b-96c5-c195577ed071,"HEMLIBRA (EMICIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Jul 21, 2025",subcutaneous,False,5.0,"Each single-dose 300 mg vial contains a 2 mL solution of emicizumab-kxwh (300 mg), L-arginine (52.3 mg), L-histidine (6.2 mg), and poloxamer 188 (1 mg), adjusted to pH 6.0 with L-aspartic acid.",,,,,,,,0.0,,,6.0,False,True,,145.6,,,,,,,,,,,False
epcoritamab,d7836711-b677-412d-bf2d-0f7c8444103a,"EPKINLY (EPCORITAMAB-BYSP) INJECTION, SOLUTION [GENMAB US, INC.]","Jun 30, 2026",subcutaneous,False,0.0,"Each single-dose 4 mg/0.8 mL vial contains epcoritamab-bysp (4 mg), acetic acid (0.19 mg), polysorbate 80 (0.32 mg), sodium acetate (1.7 mg), sorbitol (21.9 mg) and Water for Injection, USP.",0.8,5.0,,polysorbate 80,0.04,,,4.0,acetate,29.86,,,,,149.0,,,,,,,150.27,2.7375,,,False
epcoritamab,d7836711-b677-412d-bf2d-0f7c8444103a,"EPKINLY (EPCORITAMAB-BYSP) INJECTION, SOLUTION [GENMAB US, INC.]","Jun 30, 2026",subcutaneous,False,1.0,"Each single-dose 48 mg/0.8 mL vial contains epcoritamab-bysp (48 mg), acetic acid (0.19 mg), polysorbate 80 (0.32 mg), sodium acetate (1.7 mg), sorbitol (21.9 mg) and Water for Injection, USP.",0.8,60.0,,polysorbate 80,0.04,,,4.0,acetate,29.86,,,,,149.0,,,,,,,150.27,2.7375,,,False
enfortumab,b5631d3e-4604-4363-8f20-11dfc5a4a8ed,"PADCEV EJFV (ENFORTUMAB VEDOTIN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [SEAGEN INC.]","Aug 17, 2026",intravenous,True,0.0,"Each mL of reconstituted solution contains 10 mg of enfortumab vedotin-ejfv, histidine (1.4 mg), histidine hydrochloride monohydrate (2.31 mg), polysorbate 20 (0.2 mg), and trehalose dihydrate (55 mg) with a pH of 6.0.",,,,,,,,0.0,,,6.0,False,True,,,,,,,,,,,,,False
eptinezumab,79065861-6aa5-4d1f-829f-3a6471286b36,VYEPTI (EPTINEZUMAB-JJMR) INJECTION [LUNDBECK PHARMACEUTICALS LLC],"Aug 20, 2026",intravenous,False,0.0,"Each mL contains 100 mg eptinezumab-jjmr formulated in L-histidine (1 mg), L-histidine hydrochloride monohydrate (2.8 mg), polysorbate 80 (0.15 mg), sorbitol (40.5 mg), and Water for Injection, USP, at a pH of 5.8.",,,,,,,,0.0,,,5.8,False,True,,,,,,,,,,,,,False
erenumab,b998ed05-94b0-47fd-b28f-cddd1e128fd8,"AIMOVIG (ERENUMAB-AOOE) INJECTION AIMOVIG (ERENUMAB-AOOE) INJECTION, SOLUTION [AMGEN, INC]","Jul 17, 2026",subcutaneous,False,0.0,"Each 1 mL 70 mg single-dose prefilled autoinjector and 70 mg single-dose prefilled glass syringe contains 70 mg erenumab-aooe, acetate (1.5 mg), polysorbate 80 (0.10 mg), and sucrose (73 mg).",1.0,,,polysorbate 80,0.01,,,3.0,,,5.2,False,False,,150.0,,,,213.26,7.3,,,,,,False
